# Stock Analysis Data Export
# Symbol: AAPL
# Export Date: 2025-08-30T21:45:17.782461
# Data Points: 434
# Date Range: 2024-01-02 to 2025-08-29
# Features: 50 technical indicators included
#
,Close,High,Low,Open,Volume,Daily_Return,Log_Return,Price_Range,Price_Change,MA_5,MA_5_Signal,MA_10,MA_10_Signal,MA_20,MA_20_Signal,MA_50,MA_50_Signal,MA_100,MA_100_Signal,MA_200,MA_200_Signal,EMA_12,EMA_26,RSI_14,RSI_7,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,Williams_R_14,Williams_R_21,Momentum_5,ROC_5,Momentum_10,ROC_10,Momentum_20,ROC_20,Volatility_10,Volatility_30,Volume_MA_10,Volume_Ratio,Price_Volume,Support,Resistance,Trend_5,Trend_20 
2024-07-29,216.9778442383,218.0317114458,214.5022393517,215.705248157,36311800,0.001284572,0.0012837477,3.5294720941,1.2725960812000001,218.1788696289,-1,222.0473709106,-1,223.9517921448,-1,210.1583273315,1,191.7207432556,1,,-1,220.7905023507,218.7249935465,36.0427744725,19.6938636481,2.0655088042,4.4194381237,-2.3539293195,234.7913548404,223.9517921448,213.1122294492,21.6791253912,0.17831045850000002,-83.9894024615,-75.0296869201,-5.6869354248,-2.5540345597,-16.0665588379,-6.894204978,1.4813690186000001,0.6874214611,0.0126907834,0.0148053539,49501030.0,0.7335564533000001,7878856084.411621,213.3787807819,235.8580383347,-1,1
2024-07-30,217.5346221924,219.0557725661,214.870113484,217.9223661078,41643800,0.0025660590000000003,0.0025627723,4.1856590821,-0.3877439154,216.944052124,1,220.4546340942,-1,223.878717041,-1,210.6842678833,1,192.1761407471,1,,-1,220.289597711,218.6368170993,28.9364938453,23.0694449237,1.6527806117,3.8661066213,-2.2133260096,234.8774843784,223.878717041,212.8799497036,21.9975346747,0.21159973410000002,-81.5125504,-81.5125504,-6.1740875244,-2.7598780272,-15.9273681641,-6.8222532241,-1.4615020752,-0.6673643564,0.0127528867,0.014653658200000001,49341980.0,0.8439831559000001,9058968299.655151,213.3787807819,235.8580383347,-1,-1
2024-07-31,220.7956542969,222.5255968769,219.3540430654,220.1593561934,50036300,0.0149908648,0.014879612200000001,3.1715538115,0.6362981035,217.647958374,1,219.778565979,1,223.9050643921,-1,211.3042617798,1,192.6849986267,1,,-1,220.3674525703,218.7967322946,41.2940486418,42.8571595175,1.5707202757,3.4070293522,-1.8363090765,234.8698925227,223.9050643921,212.9402362614,21.9296562613,0.35820981150000003,-67.0057007106,-67.0057007106,3.51953125,1.6198426227,-6.7606811523,-2.9709922771,0.5269470215000001,0.23922917970000002,0.0126825289,0.0148793472,48611020.0,1.0293201007,11047797597.094727,213.3787807819,235.8580383347,1,1
2024-08-01,217.0971679688,223.1817695634,215.764921178,223.0724051152,62501000,-0.0167507207,-0.016892600600000002,7.4168483854,-5.9752371464,217.8209533691,-1,219.1999328613,-1,223.7464874268,-1,211.9302206421,1,193.1383049011,1,,-1,219.8643318624,218.6708376722,31.1338714156,28.9955944916,1.1934941902,2.9643223198,-1.7708281296,235.020134791,223.7464874268,212.4728400625,22.5472947285,0.2050945784,-83.4585854175,-83.4585854175,0.8649749756,0.4000213676,-5.7863311768,-2.5961236246,-3.1715393066,-1.4398501475,0.0121441863,0.014651245200000001,48257660.0,1.2951518992,13568790095.214844,213.3787807819,235.8580383347,1,-1
2024-08-02,218.5884857178,224.295295075,216.4509258668,217.8825851811,105568600,0.0068693561000000005,0.0068458695,7.8443692082,0.7059005367000001,218.1987548828,1,218.7575057983,-1,223.4243606567,-1,212.524364624,1,193.6102975464,1,,-1,219.6680478401,218.664737484,25.7019103863,56.0773312795,1.0033103562,2.572119927,-1.5688095709,234.9096508824,223.4243606567,211.9390704311,22.9705804514,0.2894752834,-75.7967558995,-76.824390558,1.8890075684,0.8717176361000001,-4.4242706299,-1.9838643772000002,-6.4425354004,-2.8629543466,0.0124830027,0.0145065618,53899370.0,1.9586240062,23076080413.345337,213.3787807819,235.8580383347,1,-1
2024-08-05,208.0597381592,212.2652706556,194.8664779789,197.9386040163,119548600,-0.048166981500000004,-0.049365660400000004,17.3987926767,10.1211341429,216.415133667,-1,217.2970016479,-1,222.5022239685,-1,212.9079336548,-1,193.9660810852,1,,-1,217.8821540431,217.8791767964,18.1342084248,29.8529493636,0.0029772466,2.058291391,-2.0553141443,235.7700847728,222.5022239685,209.2343631642,26.5357216086,-0.0442658022,-62.5775544197,-67.8146914492,-8.9181060791,-4.1101459508,-14.6050415039,-6.5592059624,-18.4427337646,-8.1423984507,0.0192146971,0.0171544626,61034050.0,1.9587197638,24873250413.29651,194.8664779789,235.8580383347,-1,-1
2024-08-06,206.031539917,208.7755879502,199.9071760567,204.1127088056,69660500,-0.0097481534,-0.0097959777,8.8684118935,1.9188311114,214.1145172119,-1,215.529284668,-1,221.4359268188,-1,213.2507397461,-1,194.2781509399,1,,-1,216.058982639,217.0015687042,20.0884381177,25.5803361234,-0.9425860652,1.4581158997,-2.4007019649,236.3824400228,221.4359268188,206.4894136149,29.8930264079,-0.015317074000000002,-67.3925465013,-72.7625349189,-11.5030822754,-5.2879317138,-17.6771697998,-7.9018692755,-21.3259429932,-9.3799169133,0.018811124000000002,0.01723222,64004070.0,1.0883760986,14352260086.387634,194.8664779789,235.8580383347,-1,-1
2024-08-07,208.6065673828,212.4044675085,205.1963960152,205.7034411002,63516400,0.0124982198,0.0124207617,7.2080714933,2.9031262826,211.6766998291,-1,214.6623291016,-1,220.2846252441,-1,213.6390811157,-1,194.5902555847,1,,-1,214.912457215,216.3797132376,28.931963283,32.6606877824,-1.4672560226,0.8730415153000001,-2.3402975379,235.4694664159,220.2846252441,205.0997840724,30.3696823435,0.1154698713,-56.5134772335,-66.4806870374,-12.1890869141,-5.520528451,-8.6695556641,-3.9901097012,-23.0260314941,-9.9407560101,0.0182783909,0.0169826408,64177950.0,0.9896919425,13249938176.513672,194.8664779789,235.8580383347,-1,-1
2024-08-08,212.076385498,212.9612378529,207.6222984331,211.87754517,47161100,0.016633312,0.0164964935,5.3389394198,0.19884032810000002,210.672543335,1,214.2467483521,-1,219.5757499695,-1,214.0769348145,-1,195.0095379639,1,,-1,214.4761384893,216.0609465506,35.3098490743,39.9118178419,-1.5848080613,0.3814715999,-1.9662796613,234.9102321979,219.5757499695,204.241267741,30.6689644569,0.25547382820000003,-45.5317201264,-58.0159736058,-5.0207824707,-2.3126890681,-4.1558074951,-1.9219189508999999,-14.1775054932,-6.266193006,0.0193854658,0.017250135,63754940.0,0.7397246394,10001755624.111938,194.8664779789,235.8580383347,-1,-1
2024-08-09,214.9894561768,215.5263265984,210.7441459978,210.8733990424,42201600,0.013735950200000001,0.013642467200000001,4.7821806006,4.1160571344,209.9527374268,1,214.0757461548,1,218.8648864746,-1,214.5539608765,1,195.4489160156,1,,-1,214.5551104412,215.9815765085,40.3548648864,39.1288696699,-1.4264660672,0.019884066500000002,-1.4463501337,233.6269786928,218.8648864746,204.1027942564,29.5241844364,0.3687370923,-34.5829876183,-50.9094603299,-3.599029541,-1.6464863322,-1.7100219727,-0.7891214078000001,-14.2172698975,-6.2028153104,0.0199823901,0.0171430362,63814970.0,0.6613119147000001,9072899033.789062,194.8664779789,235.8580383347,-1,-1
2024-08-12,216.5222930908,218.4931165066,214.6012410881,215.0690650325,38028100,0.0071298237,0.007104526700000001,3.8918754185,1.4532280583000001,211.6452484131,1,214.03019104,1,218.0387809753,-1,215.0262490845,1,195.917820282,1,,-1,214.8577539258,216.0216297685,41.0788653691,48.8286513588,-1.1638758427,-0.21686791530000002,-0.9470079273,231.2248744347,218.0387809753,204.852687516,26.3721869187,0.4424966959,-26.4128930456,-47.1700639742,8.4625549316,4.0673678658,-0.45555114750000003,-0.2099528406,-16.5221099854,-7.0896832394,0.0201288831,0.0163529913,63986600.0,0.5943134969,8233931413.887024,194.8664779789,234.9036016459,1,-1
2024-08-13,220.2449798584,220.8621028731,217.9954394973,217.9954394973,44155300,0.0171930877,0.017046959100000002,2.8666633758,2.2495403611,214.4879364014,1,214.3012268066,1,217.3779304504,1,215.5666281128,1,196.4352702332,1,,-1,215.6865579154,216.3344718163,53.9513547566,53.0938929244,-0.6479139009,-0.3030771124,-0.3448367885,228.4675604665,217.3779304504,206.2883004344,22.1792600321,0.6292671353,-13.7630921534,-36.612574643,14.2134399414,6.8986718961,2.710357666,1.2459431233,-13.217010498,-5.6613114957,0.0208563306,0.016385942900000002,64237750.0,0.6873730789,9724983159.14154,194.8664779789,230.1214164943,1,-1
2024-08-14,220.6928863525,221.9968153654,218.6822397222,219.548219787,41960600,0.002033674,0.0020316089,3.3145756432,1.1446665655000001,216.9052001953,1,214.2909500122,1,217.0347579956,1,216.085741272,1,196.9214561462,1,,-1,216.4567622904,216.6573185802,56.0326013385,87.8474920595,-0.2005562898,-0.28257294790000004,0.0820166581,227.1830080768,217.0347579956,206.8865079144,20.2965001624,0.6802344408000001,-12.2410925002,-26.7438564321,12.0863189697,5.7938343559,-0.1027679443,-0.0465443691,-6.8634490967,-3.0161538166,0.0203163232,0.0163567892,63430180.0,0.6615242145,9260405927.084349,194.8664779789,229.1073055816,1,-1
2024-08-15,223.6790008545,224.3060872818,221.7280737406,223.5595616067,46414000,0.013530633200000001,0.0134399116,2.5780135413,0.11943924780000001,219.2257232666,1,214.9491333008,1,217.0745330811,1,216.6922158813,1,197.45567276,1,,-1,217.5678759156,217.1774450468,58.8369895079,100.0,0.3904308688,-0.1479721846,0.5384030534,227.3250242386,217.0745330811,206.8240419235,20.500982315,0.8221537228,-2.1300772741,-15.8533105276,11.6026153564,5.4709605358,6.5818328857,3.0317451615,0.7955017090000001,0.3569136845,0.0197678934,0.0165367817,61821480.0,0.7507746498000001,10381837145.6604,194.8664779789,226.462679583,1,1
2024-08-16,225.0028381348,225.7792236102,222.6139468974,222.8827003891,44340200,0.0059184692,0.0059010239,3.1652767127,2.1201377456,221.2283996582,1,215.5905685425,1,217.1740371704,1,217.2772463989,1,198.0031277466,1,,-1,218.711716257,217.7571057069,59.8986357535,100.0,0.9546105501000001,0.0725443624,0.8820661878,227.7021169853,217.1740371704,206.6459573556,21.0561596297,0.8718057377,-2.5115383947,-4.6203067904,10.013381958,4.6576153715,6.414352417,2.9344420389,1.9900817871,0.8923623113,0.0197504054,0.0160925591,55698640.0,0.7960732973,9976670843.463133,194.8664779789,226.462679583,1,1
2024-08-19,224.8435668945,224.9431097211,222.0067634074,224.6743562399,40687800,-0.0007078632,-0.0007081139,2.9363463137,0.1692106546,222.8926544189,1,217.268951416,1,217.282976532,1,217.9340548706,1,198.5633863831,1,,-1,219.6550778936,218.2820303617,59.1046897043,98.7828625934,1.3730475319,0.3326449963,1.0404025356,228.091630805,217.282976532,206.474322259,21.6173085461,0.8497470717000001,-3.0267667803,-5.1243902946,8.3212738037,3.8431487515000002,16.7838287354,8.0668316147,2.1787872314,0.9785055520000001,0.0086535988,0.0160472521,47812560.0,0.8509855988,9148390081.091309,194.8664779789,225.7792236102,1,1
2024-08-20,225.4606933594,226.1176395732,224.4056062095,224.7241311088,30299000,0.0027446926,0.0027409328,1.7120333637,0.7365622505,223.9357971191,1,219.2118667603,1,217.3705757141,1,218.3242288208,1,199.1416314697,1,,-1,220.5482495037,218.8137846808,56.220973484,98.5238693911,1.7344648229000001,0.6130089616000001,1.1214558613,228.4241278213,217.3705757141,206.3170236069,22.1071042143,0.8659510340000001,-2.1021497451,-2.1021497451,5.215713501,2.368141832,19.4291534424,9.4301840632,1.7519836426,0.7831539705,0.006458686700000001,0.0160397333,43876410.0,0.6905533064,6831233548.095703,194.8664779789,226.1176395732,1,1
2024-08-21,225.3512115479,226.9238941295,224.0074744426,225.470665984,34765500,-0.0004855916,-0.00048570950000000003,2.9164196869000003,-0.1194544362,224.8674621582,1,220.8863311768,1,217.7743301392,1,218.5944979858,1,199.7107397461,1,,-1,221.2871667413,219.2980397913,62.1721518235,97.1306761719,1.9891269499000002,0.8882325593,1.1008943907,229.3890312743,217.7743301392,206.1596290041,23.2294022702,0.8261763398,-4.9058307576,-4.9058307576,4.6583251953,2.1107726997,16.744644165,8.0269017295,8.075088501,3.7165098437,0.006977395000000001,0.0156351381,41001320.0,0.8479117258000001,7834447545.066834,194.8664779789,226.9238941295,1,1
2024-08-22,223.4898834229,227.2822315048,222.8627969819,226.7347762935,43695300,-0.0082596766,-0.0082939767,4.4194345229,-3.2448928707,224.8296386719,-1,222.0276809692,1,218.1372146606,1,218.8042758179,1,200.2694752502,1,,-1,221.6260462307,219.6085474801,57.1500118418,71.618088368,2.0174987506,1.1140857975,0.9034129531,229.9999093977,218.1372146606,206.2745199236,23.725389474099998,0.7256093106,-11.6990897001,-11.6990897001,-0.1891174316,-0.0845485857,11.4134979248,5.3817863304,7.2576904297,3.3564338081000002,0.0078507812,0.0151255046,40654740.0,1.0747898031,9765457503.126528,194.8664779789,227.2822315048,-1,1
2024-08-23,225.7891693115,227.162781378,223.2908022518,224.6146429037,38677300,0.0102880983,0.010235536,3.8719791262000003,1.1745264079,224.9869049072,1,223.1076522827,1,218.5916992187,1,219.094836731,1,200.8436579895,1,,-1,222.2665267047,220.0663723477,84.0348574944,77.2340765578,2.200154357,1.3312995094,0.8688548476,230.9102000669,218.5916992187,206.2731983706,24.6370016964,0.7921406664,-5.4540974213,-4.605977128,0.7863311768,0.3494761147,10.7997131348,5.0233687395,9.0896911621,4.1946068536,0.0075064785,0.0150496469,40302310.0,0.9596794824,8732915438.212585,194.8664779789,227.2822315048,1,1
2024-08-26,226.1275939941,226.2271368249,222.8528414189,225.7095414434,30602200,0.0014988526000000002,0.0014977304,3.374295406,0.41805255080000003,225.2437103271,1,224.068182373,1,219.0491867065,1,219.3090496826,1,201.4324443054,1,,-1,222.8605370569,220.5153526626,91.2544660505,68.2492352132,2.3451843943,1.5340764864,0.8111079079,231.7877748799,219.0491867065,206.3105985332,25.4771763467,0.7778332729,-5.2279548637,-3.5619641226,1.2840270996,0.5710757561,9.6053009033,4.4361717984,9.1497497559,4.2169050891,0.007534984000000001,0.0147046182,39559720.0,0.7735696815,6920001856.927491,194.8664779789,227.2822315048,1,1
2024-08-27,226.9736633301,227.789872019,223.8482098014,224.9530683998,35934600,0.0037415572,0.0037345750000000004,3.9416622176000002,2.0205949303,225.5463043213,1,224.7410507202,1,219.5211387634,1,219.5875088501,1,202.0175782776,1,,-1,223.4933257143,220.9937469665,90.586216198,65.8147097861,2.4995787478000002,1.7271769387,0.7724018091,232.7147487422,219.5211387634,206.3275287846,26.3872199576,0.7824293191,-4.0471338083,-2.4791146621,1.5129699707,0.6710570912,6.7286834717,3.0550905069,9.4390411377,4.3390983203,0.0060461111,0.0147212143,38737650.0,0.927640164,8156207802.3010235,194.8664779789,227.789872019,1,1
2024-08-28,225.4407958984,228.7951795929,224.6345354463,226.864164167,38052200,-0.0067535035,-0.006776411600000001,4.1606441467,-1.4233682685,225.5642211914,-1,225.2158416748,1,219.7533958435,1,219.8353106689,1,202.6061488342,1,,-1,223.7929365119,221.3231585858,82.2963066757,53.9267698556,2.4697779261,1.8756971362,0.5940807899,233.2025434903,219.7533958435,206.3042481967,26.8982952936,0.7114409108,-18.5827790792,-9.886566638,0.0895843506,0.0397532145,4.7479095459,2.1513650142,4.6451416016,2.1038193058,0.0067987496,0.0140318041,38346810.0,0.9923172227,8578518253.686523,194.8664779789,228.7951795929,1,1
2024-08-29,228.7254943848,231.8409995641,227.8197214899,229.0340710721,51906300,0.0145701157,0.0144649915,4.0212780742,-0.3085766874,226.6113433838,1,225.7204910278,1,220.3348121643,1,220.2404736328,1,203.1554840088,1,,-1,224.5517915693,221.8714806613,82.6086799028,65.8915085651,2.680310908,2.0366198905,0.6436910175,234.2961126313,220.3348121643,206.3735116973,27.9226009341,0.8004978741000001,-18.071628925,-8.4260865206,5.2356109619,2.3426612792,5.0464935303,2.2561320066,11.628326416,5.3562773411,0.0069971114000000004,0.013739517100000001,38896040.0,1.3344880353,11872294129.183958,194.8664779789,231.8409995641,1,1
2024-08-30,227.9391784668,229.3326870197,226.426215475,229.1236683308,52990800,-0.0034378149000000003,-0.0034437378,2.9064715448,-1.1844898641000001,227.0413452148,1,226.014125061,1,220.8023468018,1,220.6734564209,1,203.6819636536,1,,-1,225.072928015,222.320940445,78.0990708214,61.8182907743,2.7519875701,2.1796934264,0.5722941436,235.1386462144,220.8023468018,206.4660473891,28.6725988253,0.7489077362000001,-28.1810275532,-10.5527290957,2.1500091553,0.9522197906000001,2.9363403320000003,1.3050236861,9.350692749,4.2777608886,0.0070779696,0.0137628656,39761100.0,1.3327297283,12078679418.29834,194.8664779789,231.8409995641,1,1
2024-09-02,227.9391784668,229.3326870197,226.426215475,229.1236683308,52990800,0.0,0.0,2.9064715448,-1.1844898641000001,227.4036621094,1,226.3236862183,1,221.7963188171,1,221.0935144043,1,204.2467681885,1,,-1,225.513889623,222.7371068133,73.1854543916,74.4798671523,2.7767828096000002,2.2991113031,0.4776715066,235.134556039,221.7963188171,208.4580815953,26.6764744436,0.7302725445,-29.6518907876,-10.5527290957,1.8115844727,0.8011337496000001,3.0956115723,1.3767845863,19.8794403076,9.5546790953,0.0070589511,0.0137565006,40991400.0,1.2927296945,12078679418.29834,199.9071760567,231.8409995641,1,1
2024-09-03,221.7380371094,227.9391727979,220.1454429272,227.4912604304,50190600,-0.027205245700000002,-0.0275821602,7.7937298706,-5.7532233211,226.3565368652,-1,225.9514205933,-1,222.5816436768,-1,221.3710568237,1,204.7824252319,1,,-1,224.9329892363,222.6631015531,52.3385673266,34.4061479112,2.2698876832,2.2932665791,-0.023378895900000002,233.6717640611,222.5816436768,211.4915232924,22.1802407688,0.46196585170000004,-86.3829124891,-31.6371838543,-5.2356262207,-2.306710895,-3.72265625,-1.6511331508,15.7064971924,7.6233460172,0.011424400900000001,0.0146545973,42980560.0,1.167751188,11129165125.341797,205.1963960152,231.8409995641,-1,1
2024-09-04,219.8269195557,220.752604045,216.4725207359,220.6331648046,43840200,-0.0086188079,-0.0086561647,4.2800833091,-0.806245249,225.2337615967,-1,225.398991394,-1,223.1426612854,-1,221.5272607422,-1,205.3126725769,1,,-1,224.1474400546,222.4530137428,40.9452128888,28.3663523512,1.6944263118,2.1734985256,-0.47907221380000004,232.2061460409,223.1426612854,214.0791765299,18.1269695109,0.3170824016,-78.1735143909,-45.0901060937,-5.6138763428,-2.490177663,-5.5242919922,-2.4514143741,11.2203521729,5.3787147325,0.011623677800000001,0.0137333622,43888030.0,0.9989101812000001,9637256118.704226,207.6222984331,231.8409995641,-1,1
2024-09-05,221.3498382568,224.4354685159,220.4938215655,220.6033126023,36615400,0.006927808000000001,0.006903921,3.9416469504,0.7465256545000001,223.7586303711,-1,225.1849868774,-1,223.6063339233,-1,221.6970214844,-1,205.8676809692,1,,-1,223.7170397781,222.3712969484,41.4927995304,31.5479915531,1.3457428297,2.0079473865,-0.6622045567,231.098772201,223.6063339233,216.1138956456,14.9848765554,0.3494151314,-68.2641491363,-43.318430871,-7.3756561279,-3.224676002,-2.140045166,-0.9575579589000001,9.2734527588,4.3726946482,0.011766860700000001,0.0137446817,43180040.0,0.8479704975,8104812867.709352,210.7441459978,231.8409995641,-1,1
2024-09-06,219.7970733643,224.1965961864,218.7519343816,222.9125635201,48423000,-0.0070149809,-0.0070397016,5.4446618048,-3.1154901558,222.1302093506,-1,224.5857772827,-1,223.8467147827,-1,221.9049246216,-1,206.4274160767,1,,-1,223.1139680221,222.1806135215,38.963884448900004,31.5068534246,0.9333545006,1.7930288093,-0.8596743087000001,230.4282395404,223.8467147827,217.265190025,13.163049515400001,0.19234777900000002,-78.367718331,-57.0887320331,-8.1421051025,-3.5720516136000002,-5.9920959473,-2.6538456054,4.8076171875,2.2362106835,0.0111974658,0.013816933000000002,44154610.0,1.0966691813,10643233683.517456,214.6012410881,231.8409995641,-1,1
